timestamp,Close,Direction,SP_Returns,Predicted_Signal,Strategy_Returns,short,long,AbsPriceOs,Trades,Position,PNL
2020-07-01 01:30:00,3084.008333333333,1.0,,-1.0,,3084.008333333333,3084.008333333333,0.0,0,0,0.0
2020-07-01 01:45:00,3084.7916666666665,1.0,0.00025396619684338307,1.0,-0.00025396619684338307,3084.012052188552,3084.009331074977,0.002721113574807532,0,0,0.0
2020-07-01 02:00:00,3085.225,1.0,0.00014046423452537942,1.0,0.00014046423452537942,3084.0194549373223,3084.0113216339078,0.008133303414524562,0,0,0.0
2020-07-01 02:15:00,3083.9333333333334,-1.0,-0.00041874972751529237,1.0,-0.00041874972751529237,3084.018889613747,3084.0111842856127,0.00770532813430691,0,0,0.0
2020-07-01 02:30:00,3082.2083333333335,-1.0,-0.0005595071077675144,-1.0,-0.0005595071077675144,3083.9962172492947,3084.005127343306,-0.008910094011298497,0,0,0.0
2020-07-01 02:45:00,3081.9666666666667,-1.0,-7.841006032131496e-05,-1.0,7.841006032131496e-05,3083.9662629541667,3083.997055543333,-0.030792589166139805,0,0,0.0
2020-07-01 03:00:00,3083.2,1.0,0.00040009732630712794,1.0,-0.00040009732630712794,3083.955672663825,3083.9941000672297,-0.038427403404512006,0,0,0.0
2020-07-01 03:15:00,3083.866666666667,1.0,0.00021620219313243322,1.0,0.00021620219313243322,3083.9545186002456,3083.9936567622944,-0.03913816204885734,0,0,0.0
2020-07-01 03:30:00,3084.258333333333,1.0,0.00012699699412478633,1.0,0.00012699699412478633,3083.958298751593,3083.9945402991816,-0.03624154758881559,0,0,0.0
2020-07-01 03:45:00,3085.1916666666666,1.0,0.0003025661413751799,1.0,0.0003025661413751799,3083.974287978096,3083.998704039475,-0.024416061378815357,0,0,0.0
2020-07-01 04:00:00,3085.2166666666667,1.0,8.103191441970648e-06,1.0,8.103191441970648e-06,3083.9907215995972,3084.003026410844,-0.012304811246849567,0,0,0.0
2020-07-01 04:15:00,3085.45,1.0,7.562662060646762e-05,1.0,7.562662060646762e-05,3084.010536674647,3084.0082978233186,0.0022388513284568035,0,0,0.0
2020-07-01 04:30:00,3084.325,-1.0,-0.00036468104994683215,1.0,-0.00036468104994683215,3084.0146449779804,3084.0094078984566,0.005237079523794819,0,0,0.0
2020-07-01 04:45:00,3082.616666666667,-1.0,-0.0005540293615113072,-1.0,-0.0005540293615113072,3083.99585282306,3084.0043849882804,-0.00853216522045841,0,0,0.0
2020-07-01 05:00:00,3081.45,-1.0,-0.0003785379826947992,-1.0,0.0003785379826947992,3083.9573304559567,3083.9940150814605,-0.036684625503767165,0,0,0.0
2020-07-01 05:15:00,3077.1583333333333,-1.0,-0.0013937133615492252,1.0,0.0013937133615492252,3083.7908148550464,3083.9490991164444,-0.15828426139796647,0,0,0.0
2020-07-01 05:30:00,3077.3166666666666,1.0,5.145307548341973e-05,-1.0,5.145307548341973e-05,3083.6000250661286,3083.8966601461034,-0.2966350799747488,0,0,0.0
2020-07-01 05:45:00,3075.4666666666667,-1.0,-0.0006013538769447576,1.0,0.0006013538769447576,3083.3106537591134,3083.816192439647,-0.505538680533391,0,0,0.0
2020-07-01 06:00:00,3074.758333333333,-1.0,-0.00023034387732659127,-1.0,-0.00023034387732659127,3082.9627187040237,3083.717326064285,-0.7546073602611614,0,0,0.0
2020-07-01 06:15:00,3077.2916666666665,1.0,0.0008235737604618831,1.0,-0.0008235737604618831,3082.725977295529,3083.64535844695,-0.9193811514210211,0,0,0.0
2020-07-01 06:30:00,3080.4166666666665,1.0,0.0010149880764454815,1.0,0.0010149880764454815,3082.6300379952067,3083.6093711183935,-0.9793331231867342,0,0,0.0
2020-07-01 06:45:00,3083.8416666666667,1.0,0.0011112449113077213,1.0,0.0011112449113077213,3082.679855943179,3083.6119336309876,-0.9320776878084871,0,0,0.0
2020-07-01 07:00:00,3082.675,-1.0,-0.00037838758691534434,1.0,-0.00037838758691534434,3082.6796613384645,3083.601859736036,-0.9221983975717194,0,0,0.0
2020-07-01 07:15:00,3086.0583333333334,1.0,0.0010969297876120823,-1.0,0.0010969297876120823,3082.8193548505965,3083.6291087714535,-0.8097539208570197,0,0,0.0
2020-07-01 07:30:00,3088.375,1.0,0.0007504062803208448,1.0,-0.0007504062803208448,3083.0689011392433,3083.6863018172526,-0.6174006780092895,0,0,0.0
2020-07-01 07:45:00,3087.25,-1.0,-0.0003643355975935345,1.0,-0.0003643355975935345,3083.2652933924164,3083.7312118798445,-0.46591848742809816,0,0,0.0
2020-07-01 08:00:00,3088.9666666666667,1.0,0.0005558958836852083,-1.0,0.0005558958836852083,3083.551151865398,3083.801638173891,-0.2504863084932367,0,0,0.0
2020-07-01 08:15:00,3085.9583333333335,-1.0,-0.000974370885911108,1.0,0.000974370885911108,3083.6735022646444,3083.83104811478,-0.15754585013564792,0,0,0.0
2020-07-01 08:30:00,3085.475,-1.0,-0.00015663568192856767,-1.0,-0.00015663568192856767,3083.765741033217,3083.853630910542,-0.0878898773248693,0,0,0.0
2020-07-01 08:45:00,3085.575,1.0,3.240939548663648e-05,1.0,-3.240939548663648e-05,3083.8586366223235,3083.8773434020322,-0.018706779708736576,0,0,0.0
2020-07-01 09:00:00,3088.725,1.0,0.0010203586716864886,1.0,0.0010203586716864886,3084.1183223980142,3083.94674737028,0.17157502773443412,0,0,0.0
2020-07-01 09:15:00,3090.483333333333,1.0,0.0005691128332109987,1.0,0.0005691128332109987,3084.478875672655,3084.046088728983,0.4327869436719993,0,0,0.0
2020-07-01 09:30:00,3088.0666666666666,-1.0,-0.0007822763560730933,1.0,-0.0007822763560730933,3084.6870860163194,3084.1086884617503,0.5783975545691646,0,0,0.0
2020-07-01 09:45:00,3080.891666666667,-1.0,-0.002326163623631357,-1.0,-0.002326163623631357,3084.465505160751,3084.0582995128448,0.4072056479062667,0,0,0.0
2020-07-01 10:00:00,3082.883333333333,1.0,0.0006462490068125027,-1.0,-0.0006462490068125027,3084.3734732879198,3084.0399629130143,0.3335103749054724,0,0,0.0
2020-07-01 10:15:00,3083.55,1.0,0.0002162243985224994,1.0,-0.0002162243985224994,3084.327741159066,3084.032662558694,0.29507860037210776,0,0,0.0
2020-07-01 10:30:00,3079.3083333333334,-1.0,-0.0013765259907054443,1.0,-0.0013765259907054443,3084.0562721729834,3083.96411109682,0.09216107616339286,0,0,0.0
